complaint_id,state,district,latitude,longitude,issue_type,severity,status,date
1421,Gujarat,Surat,21.194892175825757,72.8222676914624,Road Damage,High,In Progress,2026-01-18
1422,Gujarat,Surat,21.19244065965658,72.78735224745957,Traffic Congestion,Medium,Open,2025-09-20
1423,Gujarat,Surat,21.159193847549243,72.84662557316831,Public Transport Issue,High,Resolved,2026-02-17
1424,Gujarat,Surat,21.16192583170918,72.84776441533973,Sewage Leakage,Critical,Open,2025-08-10
1425,Gujarat,Surat,21.142353242447214,72.87147914070646,Water Supply Issue,Critical,In Progress,2025-09-11
1426,Gujarat,Surat,21.139430595125322,72.86075223846963,Streetlight Failure,High,Open,2025-12-03
1427,Gujarat,Surat,21.19347288407395,72.83144157980007,Road Damage,High,In Progress,2025-03-29
1428,Gujarat,Surat,21.205324435304114,72.79953257947665,Water Supply Issue,High,In Progress,2025-08-14
1429,Gujarat,Surat,21.217290774794694,72.81571622089558,Traffic Congestion,High,In Progress,2025-11-02
1430,Gujarat,Surat,21.180600262029238,72.79294058107857,Water Supply Issue,Low,In Progress,2025-08-28
1431,Gujarat,Surat,21.129701541457347,72.8628955136449,Garbage Collection,Medium,Open,2025-08-26
1432,Gujarat,Surat,21.13750741524574,72.81449700839529,Water Supply Issue,Critical,Resolved,2025-03-30
1433,Gujarat,Surat,21.14065350340686,72.84102719176148,Garbage Collection,Medium,In Progress,2025-10-30
1434,Gujarat,Surat,21.211796400246477,72.78607480144407,Road Damage,Critical,Resolved,2025-10-27
1435,Gujarat,Surat,21.212558040120772,72.79268427789638,Garbage Collection,Medium,Open,2025-06-14
1436,Gujarat,Surat,21.151664111782885,72.83694114834965,Public Transport Issue,Low,In Progress,2025-11-13
1437,Gujarat,Surat,21.154250002607967,72.8770442053825,Sewage Leakage,High,Open,2025-12-27
1438,Gujarat,Surat,21.161498954103077,72.85022593781558,Water Supply Issue,Critical,In Progress,2025-08-30
1439,Gujarat,Surat,21.214967707950905,72.81248522283839,Traffic Congestion,Medium,In Progress,2026-02-02
1440,Gujarat,Surat,21.127926946312645,72.80623458256765,Water Supply Issue,High,Open,2025-03-22
1441,Gujarat,Surat,21.125857378129048,72.8116216342515,Water Supply Issue,Critical,Resolved,2025-12-13
1442,Gujarat,Surat,21.174807246446615,72.78247200768489,Electricity Problem,Critical,In Progress,2025-05-28
1443,Gujarat,Surat,21.190383482034388,72.81291275740922,Sewage Leakage,Low,Resolved,2026-01-31
1444,Gujarat,Surat,21.215071435454533,72.85972485584048,Garbage Collection,Low,Open,2025-07-16
1445,Gujarat,Surat,21.142550170070958,72.85806200780358,Sewage Leakage,Medium,Open,2025-11-08
1446,Gujarat,Surat,21.215117601173063,72.81682722689625,Electricity Problem,High,Open,2025-04-12
1447,Gujarat,Surat,21.217273677494024,72.7895959327836,Public Transport Issue,Critical,In Progress,2025-04-15
1448,Gujarat,Surat,21.183997084533416,72.86185389063857,Streetlight Failure,High,Resolved,2026-02-21
1449,Gujarat,Surat,21.18866511993358,72.87307565321802,Streetlight Failure,Critical,Resolved,2025-07-11
1450,Gujarat,Surat,21.138674196539544,72.82628825498959,Water Supply Issue,High,Open,2025-07-04
1451,Gujarat,Surat,21.173938610678036,72.80051697966276,Traffic Congestion,Critical,Open,2025-09-11
1452,Gujarat,Surat,21.19693384033852,72.85904162040008,Garbage Collection,Critical,In Progress,2025-11-12
1453,Gujarat,Surat,21.14075149516752,72.79027318672905,Garbage Collection,High,Resolved,2025-12-04
1454,Gujarat,Surat,21.161447069247295,72.85510455982397,Sewage Leakage,High,In Progress,2026-01-14
1455,Gujarat,Surat,21.14386776442,72.82452461001644,Streetlight Failure,Low,Resolved,2025-08-27
1456,Gujarat,Surat,21.14611572351157,72.8287510930788,Public Transport Issue,Medium,In Progress,2025-03-22
1457,Gujarat,Surat,21.1245778491882,72.7859160739037,Road Damage,Low,In Progress,2025-04-27
1458,Gujarat,Surat,21.178888465674564,72.81565662347482,Garbage Collection,Medium,Open,2025-11-01
1459,Gujarat,Surat,21.181031788720652,72.80212148836299,Public Transport Issue,Critical,In Progress,2025-06-15
1460,Gujarat,Surat,21.13169795045593,72.79652757779824,Garbage Collection,Critical,Open,2025-07-19
1461,Gujarat,Surat,21.13876483039618,72.8255508432703,Water Supply Issue,High,Resolved,2025-07-21
1462,Gujarat,Surat,21.154872260897186,72.87698520379212,Garbage Collection,Medium,In Progress,2025-12-20
1463,Gujarat,Surat,21.174304866592557,72.83111561748386,Electricity Problem,High,Open,2025-07-07
1464,Gujarat,Surat,21.126694679593136,72.8441687907407,Public Transport Issue,Low,In Progress,2025-12-14
1465,Gujarat,Surat,21.169556501650888,72.8234178718639,Public Transport Issue,Medium,Open,2025-06-19
1466,Gujarat,Surat,21.192817542631257,72.82357232703649,Traffic Congestion,Low,Open,2025-08-26
1467,Gujarat,Surat,21.16832410032756,72.82936468508368,Garbage Collection,High,Resolved,2025-09-29
1468,Gujarat,Surat,21.158380687577775,72.82073026820825,Electricity Problem,High,Resolved,2025-08-31
1469,Gujarat,Surat,21.18071933271115,72.80750112283214,Electricity Problem,Critical,Open,2025-09-19
1470,Gujarat,Surat,21.16734251439086,72.8078528939196,Traffic Congestion,Critical,Resolved,2025-05-04
1471,Gujarat,Surat,21.199886511515306,72.8706137626857,Road Damage,Critical,Resolved,2025-11-03
1472,Gujarat,Surat,21.2037923266462,72.85554503453695,Streetlight Failure,Medium,Open,2025-11-25
1473,Gujarat,Surat,21.135238714752894,72.86981746206094,Water Supply Issue,High,In Progress,2025-08-31
1474,Gujarat,Surat,21.17972900080961,72.83394746340403,Traffic Congestion,Low,Resolved,2025-11-09
1475,Gujarat,Surat,21.171438525143266,72.78657715561737,Public Transport Issue,Medium,In Progress,2025-05-01
1476,Gujarat,Surat,21.140739071415588,72.8513695932233,Public Transport Issue,Medium,Open,2025-04-08
1477,Gujarat,Surat,21.209355564182136,72.79446104056215,Water Supply Issue,High,In Progress,2026-03-02
1478,Gujarat,Surat,21.183569274607827,72.83440858824629,Traffic Congestion,Low,Open,2025-08-22
1479,Gujarat,Surat,21.13826041531573,72.80023804106567,Garbage Collection,Critical,Resolved,2025-12-29
1480,Gujarat,Surat,21.12322482291973,72.81063787268434,Water Supply Issue,Medium,In Progress,2025-10-23
1481,Gujarat,Surat,21.209292342606194,72.85028185892529,Sewage Leakage,Low,Open,2025-04-02
1482,Gujarat,Surat,21.198262572734897,72.83357485482632,Public Transport Issue,Low,In Progress,2025-12-25
1483,Gujarat,Surat,21.204760089053423,72.8057595030811,Electricity Problem,Critical,Resolved,2025-06-27
1484,Gujarat,Surat,21.14183944685555,72.79548834806397,Traffic Congestion,Low,Resolved,2026-01-25
1485,Gujarat,Surat,21.120878710704915,72.84613617516956,Electricity Problem,Critical,In Progress,2025-10-20
1486,Gujarat,Surat,21.149238689171316,72.83630867540259,Road Damage,Low,Open,2025-08-06
1487,Gujarat,Surat,21.140234936160635,72.83402536106259,Water Supply Issue,High,Open,2025-03-19
1488,Gujarat,Surat,21.208329110380436,72.82203327837857,Road Damage,Critical,Resolved,2025-05-22
1489,Gujarat,Surat,21.170821819274494,72.82253891212635,Water Supply Issue,High,Open,2025-05-02
1490,Gujarat,Surat,21.19707022760754,72.7868135836452,Streetlight Failure,Medium,In Progress,2025-09-21
1491,Gujarat,Surat,21.18720197384226,72.79564850857172,Electricity Problem,Medium,In Progress,2025-05-05
1492,Gujarat,Surat,21.12789200221755,72.7979092089592,Public Transport Issue,Medium,Open,2025-04-18
1493,Gujarat,Surat,21.20959812168861,72.87322003673074,Streetlight Failure,Critical,Resolved,2025-06-20
1494,Gujarat,Surat,21.20960730538732,72.78609507196161,Water Supply Issue,Low,In Progress,2025-12-24
1495,Gujarat,Surat,21.18997291593982,72.78996700866136,Streetlight Failure,Critical,Resolved,2025-06-26
1496,Gujarat,Surat,21.188813710163213,72.85397073693554,Water Supply Issue,Critical,In Progress,2025-04-17
1497,Gujarat,Surat,21.149820556297843,72.78727336254278,Garbage Collection,High,Open,2025-05-12
1498,Gujarat,Surat,21.132006474555602,72.78608815401738,Sewage Leakage,Low,Resolved,2025-04-27
1499,Gujarat,Surat,21.149264819015986,72.8045893611244,Traffic Congestion,Low,Open,2025-09-19
1500,Gujarat,Surat,21.137592521600848,72.8468432958458,Water Supply Issue,Critical,Open,2025-11-21
1501,Gujarat,Surat,21.155677492868783,72.79676537730555,Electricity Problem,Low,In Progress,2025-07-07
1502,Gujarat,Surat,21.19979873284521,72.86767167703327,Traffic Congestion,Critical,Open,2025-04-07
1503,Gujarat,Surat,21.207094837475402,72.79851786938241,Water Supply Issue,High,In Progress,2025-10-06
1504,Gujarat,Surat,21.18889058559296,72.83180071817769,Water Supply Issue,Low,Resolved,2026-02-23
1505,Gujarat,Surat,21.20269801436541,72.86567850912229,Garbage Collection,High,Resolved,2025-07-14
1506,Gujarat,Surat,21.17777169454818,72.80998660940011,Streetlight Failure,Medium,In Progress,2025-10-14
1507,Gujarat,Surat,21.18194388449812,72.83634081320388,Streetlight Failure,Critical,In Progress,2025-07-09
1508,Gujarat,Surat,21.139837824452655,72.80352820025723,Sewage Leakage,Low,Open,2025-10-02
1509,Gujarat,Surat,21.147845763806316,72.78504175901844,Road Damage,Critical,Resolved,2025-09-20
1510,Gujarat,Surat,21.13281244833463,72.81465882491037,Public Transport Issue,High,Open,2025-05-19
1511,Gujarat,Surat,21.155892453916824,72.86650546035926,Streetlight Failure,Critical,In Progress,2025-10-14
1512,Gujarat,Surat,21.145910046846762,72.82963922574814,Electricity Problem,Medium,Open,2025-11-19
1513,Gujarat,Surat,21.21715481852013,72.87564598337302,Streetlight Failure,Medium,In Progress,2025-10-17
1514,Gujarat,Surat,21.12371550801814,72.84563537256174,Garbage Collection,High,Resolved,2025-08-31
1515,Gujarat,Surat,21.129313316638562,72.8665889024482,Public Transport Issue,Low,Open,2025-09-03
1516,Gujarat,Surat,21.133073453951358,72.81494021994676,Road Damage,Medium,In Progress,2025-09-26
1517,Gujarat,Surat,21.168696497254466,72.83739358392553,Public Transport Issue,Low,Resolved,2025-03-31
1518,Gujarat,Surat,21.21067067117951,72.79592384699058,Electricity Problem,Medium,Open,2026-01-15
1519,Gujarat,Surat,21.199890405616227,72.8671898802861,Sewage Leakage,High,In Progress,2026-01-28
1520,Gujarat,Surat,21.155464956790052,72.80084946554254,Electricity Problem,Medium,In Progress,2025-05-15
1521,Gujarat,Surat,21.15294794635117,72.79906682394153,Water Supply Issue,Medium,Resolved,2025-05-14
1522,Gujarat,Surat,21.17236111618659,72.7871389045918,Sewage Leakage,Low,Open,2025-11-17
1523,Gujarat,Surat,21.13275215364459,72.84144045188603,Electricity Problem,High,In Progress,2025-11-17
1524,Gujarat,Surat,21.15389823115725,72.82418332202924,Public Transport Issue,Medium,Resolved,2025-09-20
1525,Gujarat,Surat,21.204090076992983,72.81684337088674,Water Supply Issue,High,Resolved,2026-02-27
1526,Gujarat,Surat,21.19382614656798,72.82003086618995,Streetlight Failure,Critical,In Progress,2025-05-31
1527,Gujarat,Surat,21.120789511156374,72.80467636559491,Streetlight Failure,High,In Progress,2025-05-21
1528,West Bengal,Kolkata,22.533594852586393,88.41162384283498,Traffic Congestion,Medium,Open,2026-01-16
1529,West Bengal,Kolkata,22.613126873254092,88.38719793160392,Streetlight Failure,Medium,In Progress,2025-12-27
1530,West Bengal,Kolkata,22.553752375789635,88.3551469254002,Sewage Leakage,High,Resolved,2026-03-10
1531,West Bengal,Kolkata,22.524543829047044,88.3165614104874,Sewage Leakage,High,In Progress,2025-08-15
1532,West Bengal,Kolkata,22.59259557117021,88.3497813323489,Public Transport Issue,Medium,In Progress,2025-11-02
1533,West Bengal,Kolkata,22.526824831483168,88.3546860971357,Streetlight Failure,Critical,Open,2025-09-14
1534,West Bengal,Kolkata,22.61000841475247,88.39749900241381,Streetlight Failure,Medium,Resolved,2025-07-11
1535,West Bengal,Kolkata,22.593868466434,88.32281273991461,Sewage Leakage,High,In Progress,2025-04-11
1536,West Bengal,Kolkata,22.54351673920275,88.31528687304872,Garbage Collection,High,In Progress,2025-07-22
1537,West Bengal,Kolkata,22.544852134552542,88.35157422503049,Public Transport Issue,Critical,Resolved,2026-02-01
1538,West Bengal,Kolkata,22.608336587341697,88.32356332233255,Public Transport Issue,High,Resolved,2025-06-27
1539,West Bengal,Kolkata,22.588855490166168,88.35061246977894,Water Supply Issue,Medium,Open,2025-05-12
1540,West Bengal,Kolkata,22.546937138906195,88.37884659439707,Streetlight Failure,Medium,In Progress,2025-04-20
1541,West Bengal,Kolkata,22.596536943888495,88.35572426438996,Road Damage,Medium,Open,2025-03-28
1542,West Bengal,Kolkata,22.561328060305886,88.35462241509637,Garbage Collection,Low,In Progress,2025-11-13
1543,West Bengal,Kolkata,22.535126456032685,88.32518871041545,Road Damage,Low,In Progress,2025-05-05
1544,West Bengal,Kolkata,22.602228234454184,88.36037831852902,Public Transport Issue,Low,Open,2025-12-02
1545,West Bengal,Kolkata,22.563677812760623,88.31641249862693,Garbage Collection,Low,Resolved,2025-03-21
1546,West Bengal,Kolkata,22.54953276074961,88.39800259851549,Electricity Problem,Critical,Resolved,2026-02-17
1547,West Bengal,Kolkata,22.601675962792402,88.31527232234689,Water Supply Issue,Low,In Progress,2025-11-21
1548,West Bengal,Kolkata,22.52334764880235,88.38922082219614,Electricity Problem,Medium,Resolved,2025-07-27
1549,West Bengal,Kolkata,22.560899293626196,88.41072696711275,Public Transport Issue,Medium,In Progress,2025-07-08
1550,West Bengal,Kolkata,22.560401127056185,88.31779461650314,Garbage Collection,Low,In Progress,2026-01-02
1551,West Bengal,Kolkata,22.570837357610905,88.40797605899746,Water Supply Issue,Medium,Open,2026-03-02
1552,West Bengal,Kolkata,22.57478721550924,88.36784716065021,Garbage Collection,Critical,In Progress,2025-08-25
1553,West Bengal,Kolkata,22.558591876691107,88.37600451191193,Road Damage,Low,Resolved,2025-03-26
1554,West Bengal,Kolkata,22.523727423523535,88.3794015266807,Garbage Collection,Low,Resolved,2025-05-22
1555,West Bengal,Kolkata,22.550081311031978,88.31829172116058,Water Supply Issue,High,In Progress,2025-11-20
1556,West Bengal,Kolkata,22.565590850646625,88.38389052145062,Streetlight Failure,High,Open,2025-05-07
1557,West Bengal,Kolkata,22.543509002544525,88.3922536282641,Traffic Congestion,Low,Open,2026-01-02
1558,West Bengal,Kolkata,22.541861816751776,88.38277594342394,Road Damage,High,Open,2026-01-09
1559,West Bengal,Kolkata,22.57102135808815,88.34879866841537,Water Supply Issue,Critical,Resolved,2025-12-09
1560,West Bengal,Kolkata,22.537666050053044,88.32125493395523,Traffic Congestion,High,Resolved,2025-11-12
1561,West Bengal,Kolkata,22.621643507660355,88.32775979468317,Streetlight Failure,Medium,Open,2025-09-16
1562,West Bengal,Kolkata,22.58406600833354,88.3733287336105,Electricity Problem,Low,Resolved,2026-02-26
1563,West Bengal,Kolkata,22.556706213337296,88.41310801501072,Streetlight Failure,Low,In Progress,2025-05-11
1564,West Bengal,Kolkata,22.52564733603853,88.35841107795264,Streetlight Failure,Critical,Open,2025-11-19
1565,West Bengal,Kolkata,22.547309286243475,88.31849525481157,Streetlight Failure,Medium,In Progress,2025-06-10
1566,West Bengal,Kolkata,22.53321972728762,88.34158147022217,Traffic Congestion,High,In Progress,2025-11-19
1567,West Bengal,Kolkata,22.568391057423344,88.3900604379356,Streetlight Failure,Medium,Resolved,2025-06-24
1568,West Bengal,Kolkata,22.619428812831533,88.38977140209992,Public Transport Issue,High,Resolved,2025-05-16
1569,West Bengal,Kolkata,22.55526443067067,88.3952864054973,Garbage Collection,Critical,Open,2026-02-09
1570,West Bengal,Kolkata,22.548051791087165,88.325490808179,Streetlight Failure,High,Open,2025-12-04
1571,West Bengal,Kolkata,22.59568897219233,88.3729805526603,Sewage Leakage,Low,Open,2025-12-25
1572,West Bengal,Kolkata,22.543461107910232,88.34353535577968,Traffic Congestion,Critical,In Progress,2025-10-11
1573,West Bengal,Kolkata,22.576734473814458,88.32560576203511,Traffic Congestion,Medium,Open,2025-05-17
1574,West Bengal,Kolkata,22.552832140919115,88.40942817092056,Sewage Leakage,Low,Resolved,2025-06-30
1575,West Bengal,Kolkata,22.554499488015892,88.37643083569553,Streetlight Failure,Low,Open,2025-07-15
1576,West Bengal,Kolkata,22.547027159102374,88.34414736820302,Public Transport Issue,Medium,Resolved,2025-06-06
1577,West Bengal,Kolkata,22.568942069423144,88.35361111546804,Streetlight Failure,High,Open,2026-02-09
1578,West Bengal,Kolkata,22.57713767208056,88.32228525774597,Traffic Congestion,Low,Open,2025-06-25
1579,West Bengal,Kolkata,22.587266339194862,88.32903402273912,Road Damage,Critical,In Progress,2026-02-05
1580,West Bengal,Kolkata,22.610767100564033,88.32336560308495,Road Damage,Medium,Resolved,2025-11-22
1581,West Bengal,Kolkata,22.59188471140128,88.32450775296704,Road Damage,High,In Progress,2025-06-19
1582,West Bengal,Kolkata,22.531881874734662,88.3963084688414,Streetlight Failure,Critical,Open,2025-08-18
1583,West Bengal,Kolkata,22.612140431811124,88.38843954136507,Public Transport Issue,Low,Open,2026-02-10
1584,West Bengal,Kolkata,22.552429742685373,88.41330026286377,Streetlight Failure,High,Open,2026-01-21
1585,West Bengal,Kolkata,22.574523123050163,88.38791861258196,Garbage Collection,Critical,In Progress,2025-11-25
1586,West Bengal,Kolkata,22.588102314169234,88.39839775335703,Traffic Congestion,High,Open,2025-09-20
1587,West Bengal,Kolkata,22.533607560714913,88.39747540309364,Sewage Leakage,High,Resolved,2025-03-24
1588,West Bengal,Kolkata,22.581188699792158,88.31431195593487,Road Damage,Critical,Resolved,2025-03-22
1589,West Bengal,Kolkata,22.580408291114917,88.40695665147666,Water Supply Issue,High,In Progress,2025-11-18
1590,West Bengal,Kolkata,22.527874149613694,88.34460540516795,Traffic Congestion,Medium,In Progress,2025-05-04
1591,West Bengal,Kolkata,22.5873192229721,88.3651498108393,Garbage Collection,Medium,In Progress,2025-03-14
1592,West Bengal,Kolkata,22.54450241807585,88.39283255084537,Electricity Problem,Medium,In Progress,2025-04-22
1593,West Bengal,Kolkata,22.610197746212688,88.34797847933687,Garbage Collection,Low,Open,2025-05-24
1594,West Bengal,Kolkata,22.59693123147424,88.31789045352325,Electricity Problem,Critical,In Progress,2025-05-09
1595,West Bengal,Kolkata,22.61476472282107,88.3567890580195,Water Supply Issue,High,Resolved,2025-08-20
1596,West Bengal,Kolkata,22.580304173249107,88.36956169848644,Public Transport Issue,High,Open,2025-03-29
1597,West Bengal,Kolkata,22.53550824260326,88.35390909057648,Water Supply Issue,Critical,In Progress,2025-10-06
1598,West Bengal,Kolkata,22.56192355954333,88.39776599719909,Road Damage,High,Resolved,2026-01-02
1599,West Bengal,Kolkata,22.565046073487938,88.40193524941704,Public Transport Issue,High,Open,2026-02-25
1600,West Bengal,Kolkata,22.562570920337638,88.39110736146709,Water Supply Issue,High,Open,2025-08-15
1601,West Bengal,Kolkata,22.539502933191038,88.36661872968631,Road Damage,Medium,Open,2025-08-18
1602,West Bengal,Kolkata,22.530504267898845,88.39954976051418,Garbage Collection,Low,In Progress,2025-09-04
1603,West Bengal,Kolkata,22.54149128137836,88.39491009004077,Electricity Problem,Low,Open,2026-01-25
1604,West Bengal,Kolkata,22.584387054765116,88.33128111862274,Public Transport Issue,Critical,Open,2025-11-27
1605,West Bengal,Kolkata,22.564331167065575,88.4062114209312,Traffic Congestion,High,In Progress,2025-08-23
1606,West Bengal,Kolkata,22.618896931605605,88.3326191400524,Public Transport Issue,Low,Open,2026-01-23
1607,West Bengal,Kolkata,22.536036372511596,88.3911624844465,Electricity Problem,Critical,Open,2025-11-03
1608,West Bengal,Kolkata,22.561568741961562,88.3502772813769,Garbage Collection,Low,Open,2025-10-27
1609,West Bengal,Kolkata,22.54428490659199,88.40736861641763,Electricity Problem,High,In Progress,2026-01-08
1610,West Bengal,Kolkata,22.533655305209287,88.37352564585697,Traffic Congestion,Low,Open,2025-08-26
1611,West Bengal,Kolkata,22.562387356259478,88.3287504738031,Water Supply Issue,Medium,Resolved,2025-08-28
1612,West Bengal,Kolkata,22.615476926886313,88.3354521680998,Traffic Congestion,Critical,Resolved,2025-10-04
1613,West Bengal,Kolkata,22.5417676813822,88.37167703571411,Traffic Congestion,High,Resolved,2025-12-28
1614,West Bengal,Kolkata,22.523779619837022,88.37074612451464,Sewage Leakage,Medium,In Progress,2025-07-31
1615,West Bengal,Kolkata,22.57571144443686,88.32741466764604,Electricity Problem,Critical,Resolved,2026-02-24
1616,West Bengal,Kolkata,22.551950908808333,88.35724135396522,Streetlight Failure,Low,In Progress,2025-07-27
1617,West Bengal,Kolkata,22.614652157148956,88.38574817821058,Garbage Collection,Medium,Open,2025-10-04
1618,West Bengal,Kolkata,22.57123071254879,88.35168624887737,Sewage Leakage,Medium,Open,2025-07-08
1619,West Bengal,Kolkata,22.57160236800096,88.33314236359581,Electricity Problem,High,Open,2025-06-29
1620,West Bengal,Kolkata,22.60913051152843,88.40993273985094,Road Damage,High,Open,2025-07-17
1621,West Bengal,Kolkata,22.614932628836304,88.36118006503985,Road Damage,Critical,Resolved,2025-03-22
1622,West Bengal,Kolkata,22.549791132402312,88.40312088367561,Electricity Problem,Low,In Progress,2026-02-24
1623,West Bengal,Kolkata,22.537204604974,88.35817615141012,Sewage Leakage,Low,Open,2025-03-19
1624,West Bengal,Kolkata,22.529821632362687,88.40731859830545,Traffic Congestion,Medium,Resolved,2025-11-11
1625,West Bengal,Kolkata,22.540544794456142,88.36568864640307,Traffic Congestion,Low,In Progress,2025-04-09
1626,West Bengal,Kolkata,22.53840726221995,88.3941525188537,Water Supply Issue,Medium,In Progress,2025-04-14
1627,West Bengal,Kolkata,22.622479224346023,88.36924995485776,Sewage Leakage,Critical,Open,2026-03-10
1628,West Bengal,Kolkata,22.52704234226164,88.38385324789027,Electricity Problem,Low,Resolved,2025-06-02
1629,West Bengal,Howrah,22.601845771184248,88.28902507294693,Road Damage,Low,Open,2025-08-08
1630,West Bengal,Howrah,22.579338820144173,88.24597159901987,Public Transport Issue,High,Resolved,2025-09-16
1631,West Bengal,Howrah,22.56601056427032,88.23395298262953,Public Transport Issue,Medium,Resolved,2025-06-06
1632,West Bengal,Howrah,22.584350939834057,88.28682975228901,Streetlight Failure,Critical,Open,2025-03-17
1633,West Bengal,Howrah,22.587958062408468,88.29428077319326,Traffic Congestion,Critical,Open,2025-08-15
1634,West Bengal,Howrah,22.566553457544558,88.29085191311508,Traffic Congestion,Critical,In Progress,2025-10-26
1635,West Bengal,Howrah,22.637908545710232,88.29058471125887,Public Transport Issue,Critical,Resolved,2026-02-01
1636,West Bengal,Howrah,22.56142148288023,88.23736954205933,Road Damage,Medium,Resolved,2025-04-23
1637,West Bengal,Howrah,22.61633331989904,88.27084534144906,Streetlight Failure,Critical,Resolved,2025-07-02
1638,West Bengal,Howrah,22.597242679732673,88.23021655047224,Traffic Congestion,Critical,In Progress,2025-05-23
1639,West Bengal,Howrah,22.56214633448114,88.24661746708534,Sewage Leakage,Critical,In Progress,2025-06-10
1640,West Bengal,Howrah,22.563155658314265,88.25820389742663,Streetlight Failure,Medium,Resolved,2025-04-22
1641,West Bengal,Howrah,22.610807149643776,88.23287626002904,Water Supply Issue,High,In Progress,2025-07-14
1642,West Bengal,Howrah,22.578962564477035,88.26264649220425,Streetlight Failure,Medium,Open,2026-02-27
1643,West Bengal,Howrah,22.611405208419836,88.25030135820144,Road Damage,Critical,Open,2025-12-07
1644,West Bengal,Howrah,22.64239090340726,88.3106876359489,Traffic Congestion,Critical,In Progress,2025-07-24
1645,West Bengal,Howrah,22.631303065119567,88.2206209859675,Traffic Congestion,High,In Progress,2025-07-20
1646,West Bengal,Howrah,22.62741927551637,88.27397573146699,Traffic Congestion,Medium,Open,2025-05-27
1647,West Bengal,Howrah,22.607947530180994,88.22061254360412,Garbage Collection,High,Resolved,2025-09-27
1648,West Bengal,Howrah,22.562209830070977,88.30277854184257,Sewage Leakage,Medium,In Progress,2025-06-30
1649,West Bengal,Howrah,22.551300704517875,88.27694669531061,Garbage Collection,Medium,Open,2025-06-27
1650,West Bengal,Howrah,22.619860067806627,88.30662223238316,Garbage Collection,Critical,Open,2025-10-25
1651,West Bengal,Howrah,22.59216103565101,88.22733634907574,Traffic Congestion,Medium,In Progress,2025-10-10
1652,West Bengal,Howrah,22.609300685957955,88.31171546106552,Road Damage,Critical,In Progress,2026-01-16
1653,West Bengal,Howrah,22.596109709369312,88.24648868291607,Water Supply Issue,Low,Resolved,2026-01-20
1654,West Bengal,Howrah,22.55959289883609,88.28379541168445,Electricity Problem,Critical,Open,2026-02-12
1655,West Bengal,Howrah,22.58762348337346,88.25443746249243,Water Supply Issue,Critical,In Progress,2025-03-21
1656,West Bengal,Howrah,22.60110349078166,88.24759249729604,Public Transport Issue,Medium,Open,2026-01-03
1657,West Bengal,Howrah,22.585631092435186,88.29096413266555,Water Supply Issue,Medium,Resolved,2025-10-11
1658,West Bengal,Howrah,22.63640674843298,88.23163815564561,Traffic Congestion,Critical,Resolved,2025-04-20
1659,West Bengal,Howrah,22.54911281738121,88.25361331177596,Traffic Congestion,Low,Open,2026-02-04
1660,West Bengal,Howrah,22.627989055038228,88.2150489328795,Garbage Collection,Medium,In Progress,2026-02-09
1661,West Bengal,Howrah,22.579831492174367,88.30395161453593,Streetlight Failure,Medium,Open,2025-12-13
1662,West Bengal,Howrah,22.547428441722182,88.22522735855118,Electricity Problem,Low,In Progress,2025-07-29
1663,West Bengal,Howrah,22.637442634841523,88.23545150846735,Streetlight Failure,Medium,Open,2025-07-29
1664,West Bengal,Howrah,22.56770536116108,88.29183278100264,Traffic Congestion,Low,Resolved,2025-04-26
1665,West Bengal,Howrah,22.638200348578167,88.26850714032415,Road Damage,Low,Open,2025-08-04
1666,West Bengal,Howrah,22.63373218304092,88.26848243941586,Public Transport Issue,Critical,In Progress,2025-06-08
1667,West Bengal,Howrah,22.551597661855055,88.23264625512468,Traffic Congestion,Low,Resolved,2025-08-06
1668,West Bengal,Howrah,22.58474835075633,88.25450156869351,Road Damage,Critical,Open,2025-12-30
1669,West Bengal,Howrah,22.619137017919794,88.22065439540908,Public Transport Issue,High,Open,2025-05-12
1670,West Bengal,Howrah,22.6277518213002,88.24889808442975,Electricity Problem,Critical,Resolved,2025-10-16
1671,West Bengal,Howrah,22.63910341545075,88.2571045502253,Traffic Congestion,Critical,Resolved,2025-08-02
1672,West Bengal,Howrah,22.599420290019598,88.27799591906016,Sewage Leakage,High,Resolved,2026-01-01
1673,West Bengal,Howrah,22.55077032932244,88.26443878704038,Public Transport Issue,Medium,Resolved,2025-12-07
1674,West Bengal,Howrah,22.565945123063955,88.22934245885102,Traffic Congestion,Critical,Resolved,2026-01-28
1675,West Bengal,Howrah,22.552014674226854,88.29950999985392,Traffic Congestion,Critical,Resolved,2025-10-12
1676,West Bengal,Howrah,22.587337553578568,88.24460376414969,Public Transport Issue,High,In Progress,2025-09-28
1677,West Bengal,Howrah,22.589960080225552,88.28477650596353,Electricity Problem,Medium,Open,2025-11-14
1678,West Bengal,Howrah,22.644563837807013,88.25291823397112,Water Supply Issue,Low,Resolved,2025-09-30
1679,West Bengal,Howrah,22.55220983862865,88.29173373875471,Public Transport Issue,High,Open,2026-03-02
1680,West Bengal,Howrah,22.574436299370916,88.30349832671013,Public Transport Issue,Low,In Progress,2025-10-23
1681,West Bengal,Howrah,22.626353164317727,88.28601740609666,Traffic Congestion,Medium,Resolved,2025-03-22
1682,West Bengal,Howrah,22.59448859769496,88.25481796130495,Water Supply Issue,Medium,Resolved,2025-09-15
1683,West Bengal,Howrah,22.622505625914535,88.26482524800188,Sewage Leakage,Medium,In Progress,2025-04-19
